circonscription,delegation,#,مكتب,العربي  نصرة,عبد الرحيم  الزواري,كلثوم  كنو,كمال   مرجان,سالم   الشايبي,عبد الرزاق  الكيلاني,محمد الباجي القايد السبسي,سليم  الرياحي,عبد القادر اللباوي,مصطفى كامل  النابلي,أحمد الصافي السعيد,ياسين   الشنوفي,أحمد نجيب   الشابي,حمودة  بن سلامة,علي المولدي الشورابي,محمد  فريخة,محمد الحامدي,المختار  الماجري,عبد الرؤوف العيادي,محرز بوصيان,مصطفى  بن جعفر,نور الدين حشاد,محمد المنذر الزنايدي,محمد المنصف المرزوقي,سمير العبدلي,محمد الهاشمي الحامدي,حمة  الهمامي,مجموع الأصوات حسب المكتب,center_name_x,center_code,district_code,district_name,region_code,region_name,center_name_y,center_name_ar,LATITUDE,LONGITUDE
Gafsa,Metlaoui,17050107102,م إبتدائية المنجم 1 المتلوي - المتلوي المركز  مكتب 2,0,0,0,0,0,1,31,10,0,0,4,0,2,0,0,0,0,1,0,0,0,0,1,312,0,16,13,391,م إبتدائية المنجم 1 المتلوي - المتلوي المركز,3877.0,17.0,Gafsa,1164.0,Métlaoui,E.P.METLAOUI MINE 1,م إبتدائية المنجم 1 المتلوي - المتلوي المركز,34.323657,8.40363
Gafsa,Metlaoui,17050107103,م إبتدائية المنجم 1 المتلوي - المتلوي المركز  مكتب 3,0,0,1,1,0,1,28,21,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,265,0,10,7,339,م إبتدائية المنجم 1 المتلوي - المتلوي المركز,3877.0,17.0,Gafsa,1164.0,Métlaoui,E.P.METLAOUI MINE 1,م إبتدائية المنجم 1 المتلوي - المتلوي المركز,34.323657,8.40363
Gafsa,Metlaoui,17050107104,م إبتدائية المنجم 1 المتلوي - المتلوي المركز  مكتب 4,1,0,0,0,0,0,19,17,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,222,0,14,9,285,م إبتدائية المنجم 1 المتلوي - المتلوي المركز,3877.0,17.0,Gafsa,1164.0,Métlaoui,E.P.METLAOUI MINE 1,م إبتدائية المنجم 1 المتلوي - المتلوي المركز,34.323657,8.40363
Gafsa,Metlaoui,17050107201,م إبتدائية الحي العصري المتلوي - المتلوي المركز  مكتب 1,0,0,2,2,1,0,106,7,0,0,4,0,2,0,0,0,1,1,0,0,5,2,1,123,0,16,20,293,م إبتدائية الحي العصري المتلوي - المتلوي المركز,3878.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE MODERNE METLAOUI,م إبتدائية الحي العصري المتلوي - المتلوي المركز,34.3258,8.399046
Gafsa,Metlaoui,17050107202,م إبتدائية الحي العصري المتلوي - المتلوي المركز  مكتب 2,1,0,0,0,0,1,55,17,0,1,7,0,2,0,0,1,0,1,0,0,0,0,0,185,0,21,12,304,م إبتدائية الحي العصري المتلوي - المتلوي المركز,3878.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE MODERNE METLAOUI,م إبتدائية الحي العصري المتلوي - المتلوي المركز,34.3258,8.399046
Gafsa,Metlaoui,17050107203,م إبتدائية الحي العصري المتلوي - المتلوي المركز  مكتب 3,1,0,0,0,0,0,47,18,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,120,2,15,11,218,م إبتدائية الحي العصري المتلوي - المتلوي المركز,3878.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE MODERNE METLAOUI,م إبتدائية الحي العصري المتلوي - المتلوي المركز,34.3258,8.399046
Gafsa,Metlaoui,17050107301,م إبتدائية حي الزهور المتلوي - المتلوي المركز  مكتب 1,0,0,0,0,0,0,16,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,55,0,10,2,89,م إبتدائية حي الزهور المتلوي - المتلوي المركز,3879.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE EZZOUHOUR  METLAOUI,م إبتدائية حي الزهور المتلوي - المتلوي المركز,34.313124,8.413496
Gafsa,Metlaoui,17050107401,م إبتدائية المنجم 2 المتلوي - المتلوي المركز  مكتب 1,0,0,0,0,0,1,63,23,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,228,1,19,10,352,م إبتدائية المنجم 2 المتلوي - المتلوي المركز,3880.0,17.0,Gafsa,1164.0,Métlaoui,E.P.METLAOUI MINE 2 METLAOUI CENTRE,م إبتدائية المنجم 2 المتلوي - المتلوي المركز,34.324153,8.404625999999999
Gafsa,Metlaoui,17050107402,م إبتدائية المنجم 2 المتلوي - المتلوي المركز  مكتب 2,1,0,0,0,0,0,36,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,203,0,13,4,273,م إبتدائية المنجم 2 المتلوي - المتلوي المركز,3880.0,17.0,Gafsa,1164.0,Métlaoui,E.P.METLAOUI MINE 2 METLAOUI CENTRE,م إبتدائية المنجم 2 المتلوي - المتلوي المركز,34.324153,8.404625999999999
Gafsa,Metlaoui,17050207501,م إبتدائية المتلوي المحطة  مكتب 1,0,0,1,1,0,1,88,16,0,0,4,1,3,0,0,2,1,1,0,1,2,0,2,216,0,25,11,376,م إبتدائية المتلوي المحطة,3881.0,17.0,Gafsa,1164.0,Métlaoui,E.P.METLAOUI GARE,م إبتدائية المتلوي المحطة,34.314135,8.412362
Gafsa,Metlaoui,17050207502,م إبتدائية المتلوي المحطة  مكتب 2,1,0,0,1,0,1,64,25,0,0,5,1,2,0,0,0,2,0,0,0,0,0,1,261,1,21,19,405,م إبتدائية المتلوي المحطة,3881.0,17.0,Gafsa,1164.0,Métlaoui,E.P.METLAOUI GARE,م إبتدائية المتلوي المحطة,34.314135,8.412362
Gafsa,Metlaoui,17050207503,م إبتدائية المتلوي المحطة  مكتب 3,0,0,3,0,0,0,38,11,0,0,5,0,1,1,1,0,1,0,0,0,0,0,1,252,0,10,13,337,م إبتدائية المتلوي المحطة,3881.0,17.0,Gafsa,1164.0,Métlaoui,E.P.METLAOUI GARE,م إبتدائية المتلوي المحطة,34.314135,8.412362
Gafsa,Metlaoui,17050207504,م إبتدائية المتلوي المحطة  مكتب 4,0,0,0,0,1,0,31,35,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,180,0,18,16,286,م إبتدائية المتلوي المحطة,3881.0,17.0,Gafsa,1164.0,Métlaoui,E.P.METLAOUI GARE,م إبتدائية المتلوي المحطة,34.314135,8.412362
Gafsa,Metlaoui,17050207601,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المحطة  مكتب 1,1,0,3,4,0,1,145,15,2,2,2,1,1,3,2,1,0,1,0,1,4,1,0,150,1,26,19,386,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المحطة,3882.0,17.0,Gafsa,1164.0,Métlaoui,E.P.PL.LA REPUBLIQUE METLAOUI,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المحطة,34.314809999999994,8.403528999999999
Gafsa,Metlaoui,17050207602,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المحطة  مكتب 2,0,0,0,1,0,0,107,16,1,0,5,0,3,0,0,1,0,0,0,0,2,0,0,208,1,33,33,411,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المحطة,3882.0,17.0,Gafsa,1164.0,Métlaoui,E.P.PL.LA REPUBLIQUE METLAOUI,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المحطة,34.314809999999994,8.403528999999999
Gafsa,Metlaoui,17050207603,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المحطة  مكتب 3,0,0,2,0,0,0,86,23,0,0,10,0,4,0,0,1,1,0,0,0,0,0,1,205,1,22,24,380,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المحطة,3882.0,17.0,Gafsa,1164.0,Métlaoui,E.P.PL.LA REPUBLIQUE METLAOUI,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المحطة,34.314809999999994,8.403528999999999
Gafsa,Metlaoui,17050207604,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المحطة  مكتب 4,0,0,0,1,0,0,50,29,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,157,0,11,21,277,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المحطة,3882.0,17.0,Gafsa,1164.0,Métlaoui,E.P.PL.LA REPUBLIQUE METLAOUI,م إبتدائية ساحة الجمهورية المتلوي - المتلوي المحطة,34.314809999999994,8.403528999999999
Gafsa,Metlaoui,17050207701,م إبتدائية حي الثالجة المتلوي - المتلوي المحطة  مكتب 1,1,0,0,0,0,2,113,15,0,1,4,0,3,0,0,2,0,0,1,0,1,0,3,247,0,19,12,424,م إبتدائية حي الثالجة المتلوي - المتلوي المحطة,3883.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE THALJA METLAOUI Gare,م إبتدائية حي الثالجة المتلوي - المتلوي المحطة,34.314694,8.394186999999999
Gafsa,Metlaoui,17050207702,م إبتدائية حي الثالجة المتلوي - المتلوي المحطة  مكتب 2,1,0,1,0,0,1,43,12,0,1,10,0,3,0,1,1,0,0,0,0,1,0,1,267,0,17,13,373,م إبتدائية حي الثالجة المتلوي - المتلوي المحطة,3883.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE THALJA METLAOUI Gare,م إبتدائية حي الثالجة المتلوي - المتلوي المحطة,34.314694,8.394186999999999
Gafsa,Metlaoui,17050207703,م إبتدائية حي الثالجة المتلوي - المتلوي المحطة  مكتب 3,0,0,0,0,0,0,46,28,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,179,0,13,18,288,م إبتدائية حي الثالجة المتلوي - المتلوي المحطة,3883.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE THALJA METLAOUI Gare,م إبتدائية حي الثالجة المتلوي - المتلوي المحطة,34.314694,8.394186999999999
Gafsa,Metlaoui,17050207801,م إبتدائية حي السعادة المتلوي - المتلوي المحطة  مكتب 1,0,0,0,0,1,2,110,16,0,1,2,0,2,1,1,1,0,0,0,0,0,0,1,209,0,31,10,388,م إبتدائية حي السعادة المتلوي - المتلوي المحطة,3884.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE ESSAADA METLAOUI Gare,م إبتدائية حي السعادة المتلوي - المتلوي المحطة,34.307882,8.413293
Gafsa,Metlaoui,17050207802,م إبتدائية حي السعادة المتلوي - المتلوي المحطة  مكتب 2,0,0,0,0,0,0,60,14,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,233,0,23,15,350,م إبتدائية حي السعادة المتلوي - المتلوي المحطة,3884.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE ESSAADA METLAOUI Gare,م إبتدائية حي السعادة المتلوي - المتلوي المحطة,34.307882,8.413293
Gafsa,Metlaoui,17050207803,م إبتدائية حي السعادة المتلوي - المتلوي المحطة  مكتب 3,0,0,2,0,0,0,37,26,0,0,5,0,0,0,2,0,1,0,0,0,1,0,0,193,0,10,8,285,م إبتدائية حي السعادة المتلوي - المتلوي المحطة,3884.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE ESSAADA METLAOUI Gare,م إبتدائية حي السعادة المتلوي - المتلوي المحطة,34.307882,8.413293
Gafsa,Metlaoui,17050207901,م إبتدائية طريق توزر المتلوي - المتلوي المحطة  مكتب 1,0,1,0,1,0,1,107,19,0,0,4,0,4,0,2,1,1,0,1,0,1,1,1,192,1,16,16,370,م إبتدائية طريق توزر المتلوي - المتلوي المحطة,3885.0,17.0,Gafsa,1164.0,Métlaoui,E.P.RTE TOZEUR METLAOUI Gare,م إبتدائية طريق توزر المتلوي - المتلوي المحطة,34.312366,8.38749
Gafsa,Metlaoui,17050207902,م إبتدائية طريق توزر المتلوي - المتلوي المحطة  مكتب 2,0,0,1,0,0,1,69,13,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,180,0,23,21,314,م إبتدائية طريق توزر المتلوي - المتلوي المحطة,3885.0,17.0,Gafsa,1164.0,Métlaoui,E.P.RTE TOZEUR METLAOUI Gare,م إبتدائية طريق توزر المتلوي - المتلوي المحطة,34.312366,8.38749
Gafsa,Metlaoui,17050207903,م إبتدائية طريق توزر المتلوي - المتلوي المحطة  مكتب 3,0,0,0,0,0,0,51,25,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,128,0,10,11,229,م إبتدائية طريق توزر المتلوي - المتلوي المحطة,3885.0,17.0,Gafsa,1164.0,Métlaoui,E.P.RTE TOZEUR METLAOUI Gare,م إبتدائية طريق توزر المتلوي - المتلوي المحطة,34.312366,8.38749
Gafsa,Metlaoui,17050308001,م إبتدائية  2مارس 34 وادي الارطة - المزيرعة  مكتب 1,1,0,0,0,0,2,76,20,0,2,4,1,2,0,2,5,2,0,0,0,0,0,0,148,1,31,13,310,م إبتدائية  2مارس 34 وادي الارطة - المزيرعة,3886.0,17.0,Gafsa,1164.0,Métlaoui,E.P.2 MARS 34 OUED LARTAH Meziraa,م إبتدائية  2مارس 34 وادي الارطة - المزيرعة,34.33877056,8.398279346
Gafsa,Metlaoui,17050308002,م إبتدائية  2مارس 34 وادي الارطة - المزيرعة  مكتب 2,2,1,1,0,1,1,57,11,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,170,0,23,17,290,م إبتدائية  2مارس 34 وادي الارطة - المزيرعة,3886.0,17.0,Gafsa,1164.0,Métlaoui,E.P.2 MARS 34 OUED LARTAH Meziraa,م إبتدائية  2مارس 34 وادي الارطة - المزيرعة,34.33877056,8.398279346
Gafsa,Metlaoui,17050308003,م إبتدائية  2مارس 34 وادي الارطة - المزيرعة  مكتب 3,0,0,1,0,0,0,32,10,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,130,0,19,13,210,م إبتدائية  2مارس 34 وادي الارطة - المزيرعة,3886.0,17.0,Gafsa,1164.0,Métlaoui,E.P.2 MARS 34 OUED LARTAH Meziraa,م إبتدائية  2مارس 34 وادي الارطة - المزيرعة,34.33877056,8.398279346
Gafsa,Metlaoui,17050308101,م إبتدائية المزيرعة المتلوي  مكتب 1,3,1,0,1,0,0,49,7,1,0,3,0,0,3,2,3,1,0,0,0,1,0,0,187,0,14,8,284,م إبتدائية المزيرعة المتلوي,3887.0,17.0,Gafsa,1164.0,Métlaoui,E.P.M'ZIRAA METLAOUI,م إبتدائية المزيرعة المتلوي,34.32136,8.382671
Gafsa,Metlaoui,17050308102,م إبتدائية المزيرعة المتلوي  مكتب 2,1,0,1,0,1,1,64,7,0,0,2,0,1,0,1,0,0,1,0,0,1,0,1,166,0,32,8,288,م إبتدائية المزيرعة المتلوي,3887.0,17.0,Gafsa,1164.0,Métlaoui,E.P.M'ZIRAA METLAOUI,م إبتدائية المزيرعة المتلوي,34.32136,8.382671
Gafsa,Metlaoui,17050308103,م إبتدائية المزيرعة المتلوي  مكتب 3,0,0,0,0,0,0,41,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,174,0,30,8,268,م إبتدائية المزيرعة المتلوي,3887.0,17.0,Gafsa,1164.0,Métlaoui,E.P.M'ZIRAA METLAOUI,م إبتدائية المزيرعة المتلوي,34.32136,8.382671
Gafsa,Metlaoui,17050308104,م إبتدائية المزيرعة المتلوي  مكتب 4,1,0,1,0,0,0,25,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,130,0,18,1,198,م إبتدائية المزيرعة المتلوي,3887.0,17.0,Gafsa,1164.0,Métlaoui,E.P.M'ZIRAA METLAOUI,م إبتدائية المزيرعة المتلوي,34.32136,8.382671
Gafsa,Metlaoui,17050408201,م إبتدائية ريشة النعام المتلوي   مكتب 1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,5,2,48,م إبتدائية ريشة النعام المتلوي,3888.0,17.0,Gafsa,1164.0,Métlaoui,E.P.RICHET ENNAAM METLAOUI,م إبتدائية ريشة النعام المتلوي,34.326896000000005,8.3188931
Gafsa,Metlaoui,17050508301,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي  مكتب 1,1,1,2,3,0,1,55,7,4,2,3,0,0,1,3,1,2,1,1,1,2,0,1,219,1,11,16,339,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي,3889.0,17.0,Gafsa,1164.0,Métlaoui,E.P. C. ENNOUHOUDH METLAOUI -C. AMEL EST,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي,34.319569,8.410931
Gafsa,Metlaoui,17050508302,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي  مكتب 2,1,0,1,0,2,0,51,7,0,0,6,0,2,0,0,1,3,0,0,0,1,0,0,289,0,9,26,399,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي,3889.0,17.0,Gafsa,1164.0,Métlaoui,E.P. C. ENNOUHOUDH METLAOUI -C. AMEL EST,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي,34.319569,8.410931
Gafsa,Metlaoui,17050508303,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي  مكتب 3,0,0,0,1,0,0,31,20,0,0,6,0,0,1,0,0,0,0,0,0,1,0,1,232,0,8,21,322,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي,3889.0,17.0,Gafsa,1164.0,Métlaoui,E.P. C. ENNOUHOUDH METLAOUI -C. AMEL EST,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي,34.319569,8.410931
Gafsa,Metlaoui,17050508304,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي  مكتب 4,0,0,0,0,0,0,33,16,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,196,1,5,20,279,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي,3889.0,17.0,Gafsa,1164.0,Métlaoui,E.P. C. ENNOUHOUDH METLAOUI -C. AMEL EST,م إبتدائية حي النهوض المتلوي - حي الأمل الشرقي,34.319569,8.410931
Gafsa,Metlaoui,17050508401,م إبتدائية حي الامل المتلوي - حي الأمل الشرقي  مكتب 1,0,1,0,2,0,1,53,10,0,0,5,0,2,1,1,0,2,0,1,0,4,2,1,192,0,19,5,302,م إبتدائية حي الامل المتلوي - حي الأمل الشرقي,3890.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE EL AMEL METLAOUI,م إبتدائية حي الامل المتلوي - حي الأمل الشرقي,34.336324,8.405141
Gafsa,Metlaoui,17050508402,م إبتدائية حي الامل المتلوي - حي الأمل الشرقي  مكتب 2,2,0,0,0,0,0,30,11,1,0,10,0,1,0,0,1,0,0,0,0,1,0,0,200,0,10,3,270,م إبتدائية حي الامل المتلوي - حي الأمل الشرقي,3890.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE EL AMEL METLAOUI,م إبتدائية حي الامل المتلوي - حي الأمل الشرقي,34.336324,8.405141
Gafsa,Metlaoui,17050508403,م إبتدائية حي الامل المتلوي - حي الأمل الشرقي  مكتب 3,0,0,0,0,0,1,25,22,0,0,8,0,0,0,0,1,0,0,0,0,0,1,0,137,0,11,4,210,م إبتدائية حي الامل المتلوي - حي الأمل الشرقي,3890.0,17.0,Gafsa,1164.0,Métlaoui,E.P.CITE EL AMEL METLAOUI,م إبتدائية حي الامل المتلوي - حي الأمل الشرقي,34.336324,8.405141
Gafsa,Moulares,17070109301,م إبتدائية ام الاقصاب ام العرائس  مكتب 1,0,1,0,0,0,0,21,4,1,0,15,0,0,1,1,1,1,0,0,0,2,0,0,52,0,32,4,136,م إبتدائية ام الاقصاب ام العرائس,3899.0,17.0,Gafsa,1166.0,Moularès,E.P.OUM LAKSAB OM LAARAESS,م إبتدائية ام الاقصاب ام العرائس,34.695488,8.390584
Gafsa,Moulares,17070109401,م إبتدائية عقلة احمد ام العرائس - أم الأقصاب  مكتب 1,0,0,0,0,0,2,13,2,1,1,3,0,1,0,0,0,0,0,1,0,4,0,0,19,0,24,2,73,م إبتدائية عقلة احمد ام العرائس - أم الأقصاب,3900.0,17.0,Gafsa,1166.0,Moularès,E.P.OGLET AHMED OM LARAESS,م إبتدائية عقلة احمد ام العرائس - أم الأقصاب,34.708625,8.360717999999999
Gafsa,Moulares,17070209501,م إبتدائية سيدي بوبكر ام العرائس  مكتب 1,0,0,1,0,0,1,97,5,1,0,4,0,1,0,0,0,0,0,0,1,2,0,0,57,0,13,6,189,م إبتدائية سيدي بوبكر ام العرائس,3901.0,17.0,Gafsa,1166.0,Moularès,E.P.SIDI BOUBAKER OM LAARAESS,م إبتدائية سيدي بوبكر ام العرائس,34.666475,8.459451
Gafsa,Moulares,17070209502,م إبتدائية سيدي بوبكر ام العرائس  مكتب 2,0,0,0,0,0,1,48,8,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,55,0,11,0,132,م إبتدائية سيدي بوبكر ام العرائس,3901.0,17.0,Gafsa,1166.0,Moularès,E.P.SIDI BOUBAKER OM LAARAESS,م إبتدائية سيدي بوبكر ام العرائس,34.666475,8.459451
Gafsa,Moulares,17070209601,م إبتدائية خالد ابن الوليد أم العرائس - سيدي بوبكر  مكتب 1,1,0,0,1,1,1,6,1,0,1,2,0,0,2,0,1,1,0,0,0,1,0,0,33,1,8,2,63,م إبتدائية خالد ابن الوليد أم العرائس - سيدي بوبكر,3902.0,17.0,Gafsa,1166.0,Moularès,E.P.IBN EL WALID Sidi boubaker,م إبتدائية خالد ابن الوليد أم العرائس - سيدي بوبكر,34.723122,8.322586
Gafsa,Moulares,17070209701,م إبتدائية الكدية أم العرائس - سيدي بو بكر  مكتب 1,0,0,0,1,0,1,87,8,4,0,3,0,1,1,2,1,1,0,0,0,2,1,3,90,2,13,4,225,م إبتدائية الكدية أم العرائس - سيدي بو بكر,3903.0,17.0,Gafsa,1166.0,Moularès,E.P.EL KODIA Sidi boubaker,م إبتدائية الكدية أم العرائس - سيدي بو بكر,34.635866,8.485553
Gafsa,Moulares,17070209801,م إبتدائية أولااد السّاعي - سيدي بو بكر  مكتب 1,0,1,0,2,1,0,11,2,1,0,0,0,2,0,1,1,0,1,0,1,1,0,0,24,0,4,5,58,م إبتدائية أولااد السّاعي - سيدي بو بكر,3904.0,17.0,Gafsa,1166.0,Moularès,E.P.AOULED SAII Sidi boubaker,م إبتدائية أولااد السّاعي - سيدي بو بكر,34.636271,8.429158000000001
Gafsa,Moulares,17070309901,م إبتدائية المحطة ام العرائس   مكتب 1,0,0,0,1,0,0,99,17,0,0,7,0,1,1,2,0,0,0,1,1,2,1,0,185,2,15,20,355,م إبتدائية المحطة ام العرائس,3905.0,17.0,Gafsa,1166.0,Moularès,E.P.OM LAAREES GARE,م إبتدائية المحطة ام العرائس,34.488065,8.2747059
Gafsa,Moulares,17070309902,م إبتدائية المحطة ام العرائس   مكتب 2,0,0,0,0,0,0,54,23,1,0,7,0,0,0,0,0,0,0,0,0,1,0,1,208,0,15,30,340,م إبتدائية المحطة ام العرائس,3905.0,17.0,Gafsa,1166.0,Moularès,E.P.OM LAAREES GARE,م إبتدائية المحطة ام العرائس,34.488065,8.2747059
Gafsa,Moulares,17070309903,م إبتدائية المحطة ام العرائس   مكتب 3,0,0,1,0,0,0,48,9,0,0,11,0,0,0,0,0,0,1,0,0,2,0,0,186,0,11,15,284,م إبتدائية المحطة ام العرائس,3905.0,17.0,Gafsa,1166.0,Moularès,E.P.OM LAAREES GARE,م إبتدائية المحطة ام العرائس,34.488065,8.2747059
Gafsa,Moulares,17070309904,م إبتدائية المحطة ام العرائس   مكتب 4,0,0,0,0,0,0,29,28,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,158,0,9,21,258,م إبتدائية المحطة ام العرائس,3905.0,17.0,Gafsa,1166.0,Moularès,E.P.OM LAAREES GARE,م إبتدائية المحطة ام العرائس,34.488065,8.2747059
Gafsa,Moulares,17070310001,م إبتدائية الكسيلة ام العرائس  مكتب 1,0,0,1,1,1,3,107,11,1,1,7,0,1,1,2,0,3,2,0,0,5,0,1,145,1,21,22,337,م إبتدائية الكسيلة ام العرائس,3906.0,17.0,Gafsa,1166.0,Moularès,E.P.KOUSSEILA OM LAARAESS,م إبتدائية الكسيلة ام العرائس,34.492596,8.260272
Gafsa,Moulares,17070310002,م إبتدائية الكسيلة ام العرائس  مكتب 2,0,1,2,0,0,2,89,20,0,0,10,0,1,0,0,2,1,0,0,0,1,0,1,192,0,16,35,373,م إبتدائية الكسيلة ام العرائس,3906.0,17.0,Gafsa,1166.0,Moularès,E.P.KOUSSEILA OM LAARAESS,م إبتدائية الكسيلة ام العرائس,34.492596,8.260272
Gafsa,Moulares,17070310003,م إبتدائية الكسيلة ام العرائس  مكتب 3,0,0,0,0,1,0,42,14,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,190,1,9,29,298,م إبتدائية الكسيلة ام العرائس,3906.0,17.0,Gafsa,1166.0,Moularès,E.P.KOUSSEILA OM LAARAESS,م إبتدائية الكسيلة ام العرائس,34.492596,8.260272
Gafsa,Moulares,17070310004,م إبتدائية الكسيلة ام العرائس  مكتب 4,0,0,1,0,0,0,27,24,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,136,0,15,26,233,م إبتدائية الكسيلة ام العرائس,3906.0,17.0,Gafsa,1166.0,Moularès,E.P.KOUSSEILA OM LAARAESS,م إبتدائية الكسيلة ام العرائس,34.492596,8.260272
Gafsa,Moulares,17070310101,م إبتدائية حشانة ام العرائس   مكتب 1,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5,1,52,م إبتدائية حشانة ام العرائس,3907.0,17.0,Gafsa,1166.0,Moularès,E.P.HACHANA OM LAARAESS,م إبتدائية حشانة ام العرائس,34.530871999999995,8.2153043
Gafsa,Moulares,17070310201,م إبتدائية طارق ابن زياد أم العرائس  مكتب 1,0,0,2,3,0,2,72,19,1,1,4,0,4,2,0,2,2,1,0,1,2,0,0,145,0,16,19,298,م إبتدائية طارق ابن زياد أم العرائس,3908.0,17.0,Gafsa,1166.0,Moularès,E.P.TAREK IBN ZIED OM LAARAESS,م إبتدائية طارق ابن زياد أم العرائس,34.496463,8.260413
Gafsa,Moulares,17070310202,م إبتدائية طارق ابن زياد أم العرائس  مكتب 2,0,0,2,0,0,1,45,11,0,0,14,0,1,0,0,0,0,0,0,0,3,0,0,171,0,13,14,275,م إبتدائية طارق ابن زياد أم العرائس,3908.0,17.0,Gafsa,1166.0,Moularès,E.P.TAREK IBN ZIED OM LAARAESS,م إبتدائية طارق ابن زياد أم العرائس,34.496463,8.260413
Gafsa,Moulares,17070310203,م إبتدائية طارق ابن زياد أم العرائس  مكتب 3,3,0,0,0,0,0,47,23,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,101,0,6,17,203,م إبتدائية طارق ابن زياد أم العرائس,3908.0,17.0,Gafsa,1166.0,Moularès,E.P.TAREK IBN ZIED OM LAARAESS,م إبتدائية طارق ابن زياد أم العرائس,34.496463,8.260413
Gafsa,Moulares,17070310301,م إبتدائية العهد الجديد أم العرائس  مكتب 1,0,2,0,1,0,2,44,2,0,0,9,0,0,0,2,1,0,0,0,0,0,0,0,121,0,9,16,209,م إبتدائية العهد الجديد أم العرائس,3909.0,17.0,Gafsa,1166.0,Moularès,E.P.FARHAT HACHED OM LAARAIS,م إبتدائية العهد الجديد أم العرائس,34.488168,8.249386
Gafsa,Moulares,17070310302,م إبتدائية العهد الجديد أم العرائس  مكتب 2,0,0,1,0,0,0,22,9,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,108,0,7,18,174,م إبتدائية العهد الجديد أم العرائس,3909.0,17.0,Gafsa,1166.0,Moularès,E.P.FARHAT HACHED OM LAARAIS,م إبتدائية العهد الجديد أم العرائس,34.488168,8.249386
Gafsa,Moulares,17070310401,م إبتدائية القطع أم العرائس  مكتب 1,0,0,0,0,0,0,16,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,30,0,4,0,54,م إبتدائية القطع أم العرائس,3910.0,17.0,Gafsa,1166.0,Moularès,E.P.EL KATAA OM LAARAESS,م إبتدائية القطع أم العرائس,34.570409999999995,8.251961999999999
